-0.05	6E-010	0.06	3.46410161513775E-008
-0.27	-5.16E-008	0.06	3.46410161513775E-008
-0.5	-0.000000104	0.06	3.46410161513775E-008
-0.76	-1.521E-007	0.06	3.46410161513775E-008
-1	-2.011E-007	0.06	3.46410161513775E-008
-1.25	-2.504E-007	0.06	3.46410161513775E-008
-1.5	-3.012E-007	0.06	3.46410161513775E-008
-1.76	-3.525E-007	0.06	3.46410161513775E-008
-2.01	-0.000000402	0.06	3.46410161513775E-008
-2.27	-0.000000453	0.06	3.46410161513775E-008
-2.51	-0.000000503	0.06	3.46410161513775E-008
-2.77	-0.000000554	0.06	3.46410161513775E-008
-3.02	-0.000000604	0.06	3.46410161513775E-008
-3.27	-0.000000654	0.06	3.46410161513775E-008
-3.52	-0.000000704	0.06	3.46410161513775E-008
-3.77	-0.000000754	0.06	3.46410161513775E-008
-4.03	-0.000000805	0.06	3.46410161513775E-008
-4.28	-0.000000856	0.06	3.46410161513775E-008
-4.53	-0.000000906	0.06	3.46410161513775E-008
-4.78	-0.000000957	0.06	3.46410161513775E-008
-5.03	-0.000001007	0.06	3.46410161513775E-008

