0	0	0.06	0.006
0.4	7.9	0.06	0.006
0.8	8	0.06	0.006
1.9	8	0.06	0.006
2.9	8.1	0.06	0.006
3.8	8.3	0.06	0.006
4.9	8.4	0.06	0.006
5.9	8.7	0.06	0.006
6.8	8.8	0.06	0.006
7.9	9	0.06	0.006
8.8	9.3	0.06	0.006
9.8	9.6	0.06	0.006

